ep_num,title,pub_date,pub_datetime,duration,description,explicit,keywords,scraped_date
236,Ep. #236 - Suicide Squad LIVE,2017-07-22,2017-07-22T13:34:55Z,64.88333333333334,"We reach way back into the Flop House vault to bring you a live show from the winter, with Suicide Squad. The commercials are all-new, though. That's good for something, right? Meanwhile, Elliott tries to sell us the character of the Joker, Stuart suggests the hell of being Boomarang, and Dan is accident prone. Wikipedia synopsis for Suicide Squad]]>",yes,,2017-12-11
235,Ep. #235 - USS Indianapolis: Men of Courage,2017-07-08,2017-07-08T14:46:56Z,119,"It's Cagemas in July, with the utterly forgotten USS Indianapolis: Men of Courage. Meanwhile, Stu teaches us how the cool kids say ""Indianapolis,"" Elliott makes fun of an adorable old veteran, and Dan invents the WWDND bracelet. Meanwhile, Owen Wilson shows up way too much.  Wikipedia synopsis for USS Indianapolis: Men of Courage Movies recommended in this episode: I Am Not Your NegroCrumbBaby Driver LIVE SHOW ALERT! We’ll be at the PHILLY PODCAST FESTIVAL on July 16th at 8:30 pm!]]>",yes,,2017-12-11
234,Ep. #234 - The Accountant ,2017-06-24,2017-06-24T15:10:33Z,111.36666666666666,"It's the movie that thinks autism is the secret to becoming a John Wick-style super-killer, The Accountant. Meanwhile Elliott details Randy Newman's difficulty with dirty rhymes, Dan exhausts his knowledge of Zurich, Stuart hates Cheerios, and we all make some probably ill-advised jokes about the murder of Jean Smart. Wikipedia synopsis for The Accountant Movies recommended in this episode: Dr. Strangelove: Or How I Learned to Stop Worrying and Love the BombThe Blackcoat's Daughter The Sympathizer LIVE SHOW ALERT! We’ll be at the PHILLY PODCAST FESTIVAL on July 16th at 8:30 pm!]]>",yes,,2017-12-11
233,Ep.#233 - The Comedian,2017-06-10,2017-06-10T12:30:00Z,103.38333333333334,"We discuss the most accurate and hilarious movie about stand-up ever made, The Comedian. Meanwhile Dan starts off the show by being gross, Stuart reveals his favorite kind of turtle, and Elliott tells us about a few nursery rhyme comedians. Apologies for the continued low Stuart audio. We're trying to get to the bottom of it. Wikipedia synopsis for A The Comedian Movies recommended in this episode: We Are Still HereShe Wore a Yellow RibbonThe Muppet Movie LIVE SHOW ALERT! We'll be at the Alamo Drafthouse Brooklyn, riffing over Nic Cage's Stolen on June 22 at 7:30 pm. Also, we’ll be at the PHILLY PODCAST FESTIVAL on July 16th at 8:30 pm!]]>",yes,,2017-12-11
232,Ep.#232 - A Dog's Purpose,2017-05-27,2017-05-27T14:16:11Z,106.38333333333334,"We watch the dog grief porn A Dog's Purpose. Meanwhile Dan gets to the bottom of a Lassie mystery, Stuart gives us a hall pass, and Elliott masturbates to rhymes. Apologies for the audio that makes it sound like Stuart is in the other room. We have no idea how that happened. Wikipedia synopsis for A Dog's Purpose Movies recommended in this episode: Guardians of the Galaxy Vol. 2Hounds of Love20th Century Women LIVE SHOW ALERT! We added another show on June 9 at The Bell House at 10:00 pm! Tickets HERE. Also, we'll be at the PHILLY PODCAST FESTIVAL on July 16th at 8:30 pm!]]>",yes,,2017-12-11
231,Ep. #231 - Mother's Day,2017-05-13,2017-05-13T15:07:17Z,106.21666666666667,"Just in time for Mother's Day we discuss Mother's Day. Let it never to be said that we don't have our finger on the pulse of the zeitgeist. Meanwhile master of impressions Dan returns, Elliott sells branded Timothy Olyphant pants, Stu explains tattoo reveals, and Paul Sabourin from Paul and Storm guests. Wikipedia synopsis for Mother's Day Movies recommended in this episode: ResolutionColossalTopsy-TurvyTrain to BusanBad Moms LIVE SHOW ALERT! We added another show on June 9 at The Bell House at 10:00 pm! Tickets HERE.]]>",yes,,2017-12-11
230,Ep. #230 - Monster Trucks,2017-04-29,2017-04-29T14:54:35Z,115.6,"We discuss the movie based on a not-really pun, Monster Trucks. Meanwhile Elliott talks about Love in an Elevator for waaay too long, Stu asks some Saved by the Bell questions, Dan's penis habits are described at length, and we're all sorry about the technical problems in this episode. Wikipedia synopsis for Monster Trucks Movies recommended in this episode: The VoidThe Purge: Election YearCreed]]>",yes,,2017-12-11
229,Ep. #229 - Assassin's Creed,2017-04-15,2017-04-15T14:19:08Z,99.15,"We discuss the movie made up entirely of video game cutscenes,  Assassin's Creed. Meanwhile Elliott does the classic ""apple bit,"" we hear another one of Stu's goofs and bloops, and Dan's sick voice is all gravely and such. Wikipedia synopsis for Collateral Beauty Movies recommended in this episode: Suddenly!The Music RoomCritters 2]]>",yes,,2017-12-11
228,Ep. #228 - Collateral Beauty,2017-04-01,2017-04-01T14:02:33Z,91.71666666666667,"We discuss Will Smith's spiritual sequel to Seven Pounds, Collateral Beauty. Meanwhile, Stu unveils his hot new nickname, Elliott tries to get Keira Knightly's attention, and the less said about Dan in this episode, the better. Wikipedia synopsis for Collateral Beauty Movies recommended in this episode: Wonder BoysGet OutPromise]]>",yes,,2017-12-11
227,Ep. #227 - 1941,2017-03-25,2017-03-25T14:29:44Z,113.86666666666666,"An extra-special bonus episode for the MaxFun Drive, where we're joined by Mr. John Hodgman to talk about Steven Spielberg's legendary flop 1941.   Movies recommended in this episode: I Wanna Hold Your HandManborgThe Miracle of Morgan's Creek]]>",yes,,2017-12-11
226,Ep. #226 - Max Steel,2017-03-18,2017-03-18T15:07:01Z,100.21666666666667,"We discuss a movie from last year that flopped so badly that Elliott refuses to believe it exists: Max Steel. Meanwhile Dan sings a Carmen Sandiego duet, Stuart gives his fish-based SNL audition, and Elliott texts a lot. Wikipedia synopsis for Max Steel Movies recommended in this episode: The Neon DemonThe DevilsThe Lobster]]>",yes,,2017-12-11
225,Ep. #225 - Max Magician and the Legend of the Rings,2017-03-04,2017-03-04T14:52:16Z,111.53333333333333,"Why is this movie not in Smalltember? Well, Stu said he wanted to watch Max Magician for his birthday, and we all said ""fuck it."" Meanwhile Dan doesn't know which corpse to punch, Elliott suggests an alternate course for Teen Wolf, and Stu has no pants.  NO WIKIPEDIA SYNOPSIS for this film. Does it EVEN EXIST?  Movies recommended in this episode: MoonlightThe Edge of SeventeenLost SoulMy Night at Maud's]]>",yes,,2017-12-11
224,Ep. #224 - Zoolander 2,2017-02-18,2017-02-18T13:00:00Z,100.5,"  We think this one broke Elliott, guys. We watched the only film Leonard Maltin walked out on: Zoolander 2. Meanwhile Dan totally nails a Mario impression, Stuart decides which Roger Rabbit weasel he is, and Elliott admits his fedora-wearing past. Wikipedia synopsis for Zoolander 2 Movies recommended in this episode: A Shot in the DarkPostcards from the EdgeLove & Anarchy]]>",yes,,2017-12-11
223,Ep. #223 - The Last Witch Hunter,2017-02-04,2017-02-04T15:00:34Z,103.05,"We discuss The Last Witch Hunter. All other witch hunters presumably having been herded into the sea by the Red Bull. Meanwhile Meanwhile Elliott explains man-witches, Dan looks to an extreme James Bond to save a wounded nation, and Stuart is obsessed with billiards. Wikipedia synopsis for The Last Witch Hunter Movies recommended in this episode: HelpSession 9I Married a Witch]]>",no,,2017-12-11
222,Ep. #222 - Home Sweet Hell,2017-01-21,2017-01-21T15:57:32Z,105.05,"We have a homecoming to Katherine Heigl (a heiglcoming? no.) with a movie that truly no one remembered existed but Dan, Home Sweet Hell. Meanwhile Stuart gives us his SNL audition, Dan explains the secret origin of Georgian cuisine, and Elliott plays the game show that's sweeping the nation. Wikipedia synopsis for Home Sweet Hell Movies recommended in this episode: Pennies from HeavenManchester by the SeaPhantasmWishmaster]]>",yes,,2017-12-11
221,Ep. #221 - Batman v. Superman: Dawn of Justice,2017-01-07,2017-01-07T17:39:20Z,122.85,"This is a big one folks. Batman v. Superman v. The Flop House. Meanwhile Stuart makes it very clear this is not your daddy's anything, Dan does a dead-on Katherine Hepburn, and Elliott reveals how Nicholas Cage rents softcore pornography.  Wikipedia synopsis for Batman v. Superman: Dawn of Justice Movies recommended in this episode: The GateFanny and AlexanderMoonlight]]>",yes,,2017-12-11
220,Ep.#220 - The Trust,2016-12-24,2016-12-24T13:00:00Z,104.63333333333334,"Cagemas comes but once a year. Will Saint Nicholas Cage bring us something glorious or another lump of coal for our cinematic stockings? We discuss The Trust. Meanwhile, Stuart reveals his testicle-based library habits, Elliott explores Paul Verhoven's love for California Dreams, and Dan solos on the hot sax. Wikipedia synopsis for The Trust Movies recommended in this episode: Hell or High WaterElleOutcast of the Islands If you would like to contribute to the Flop House Facebook charity drive for Planned Parenthood,  GO HERE.]]>",yes,,2017-12-11
219,Ep. #219 - Saving Christmas,2016-12-10,2016-12-10T16:04:08Z,95.86666666666666,"It's hard to overstate just how barely the Kirk Cameron ""materialism-is-good"" explainer Saving Christmas qualifies as a movie. Meanwhile, Stuart talks about his gogurt buying habits, Elliott dramatizes Frank Sinatra's sexual habits, and Dan is genuinely disturbed by this movie's theology. Wikipedia synopsis for Saving Christmas Movies recommended in this episode: The Squid and the WhaleArrivalDon't Breathe If you would like to contribute to the Flop House Facebook charity drive for Planned Parenthood,  GO HERE. Flop House Christmas opening theme by John M. Davis and closing theme by Jon Biegen. REMINDER: Alamo Brooklyn LIVE SHOW tickets go on sale MONDAY.]]>",yes,,2017-12-11
218,Ep. #218 - Nine Lives ,2016-11-26,2016-11-26T15:02:13Z,117.75,"Kevin Spacey as a cat sounds just purrrrfect (TM) for the Flop House, so we watched Nine Lives. Meanwhile, Stuart tells of his adventures with Kirsten Dunst, Dan suggests a terrible new method of shooting porn, and Elliott tells an offensive phone book joke. Wikipedia synopsis for Nine Lives Movies recommended in this episode: Waxwork II: Lost in TimeLosing GroundEncounters at the End of the World If you would like to contribute to the Flop House Facebook charity drive for Planned Parenthood,  GO HERE. Buy tickets for the FLOP HOUSE LIVE SHOW.]]>",yes,,2017-12-11
217,Ep. #217 - Independence Day: Resurgence,2016-11-12,2016-11-12T13:30:00Z,119.91666666666667,"Back to our non-Shocktober fare as we mourn election day with our Independence Day: Resurgence discussion. Meanwhile, Elliott gives the JD Power porn star awards, Stuart's weenus is protected, and Dan cannot leave President Sex Criminal alone. Wikipedia synopsis for Independence Day: Resurgence Movies recommended in this episode: Doctor StrangeDog SoldiersNo EndA Little Romance]]>",yes,,2017-12-11
216,Ep. #216 - The Gallows,2016-10-29,2016-10-29T14:39:29Z,113.2,"On this final SHOCKTOBER episode we discuss the noose-is-loose would-be chiller The Gallows. Meanwhile, Elliott somehow weasels his way out of doing a Muppet voice, Stuart reveals Dick Tracy's bias against the disabled, and Dan somehow doesn't let the movie's plotting make his head explode. Wikipedia synopsis for The Gallows Movies recommended in this episode: The HandmaidenHunt for the WilderpeopleLemora: A Child's Tale of the Supernatural]]>",yes,,2017-12-11
215,Ep. #215 - The Lazarus Effect,2016-10-15,2016-10-15T12:57:32Z,109.35,Shocktober continues! On this episode we discuss the Flatliners-esque Lazarus Effect. More specific shownotes canceled on account of Dan's sick. Wikipedia synopsis for The Lazarus Effect Movies recommended in this episode: ViyPet SemataryThe ShallowsShin Godzilla]]>,yes,,2017-12-11
214,Ep.# 214 - Victor Frankenstein,2016-10-01,2016-10-01T15:25:51Z,104.06666666666666,"BOOOGENS! Shocktober begins with Victor Frankenstein, the movie that posits that maybe we don't actually wanna see the monster that much. Meanwhile, Elliott disrespects the death of several major pop artists, Stu brings up Jackie Chan again, and Dan says some weird things about ears and hot dogs. Wikipedia synopsis for Victor Frankenstein. Movies recommended in this episode: Mr. RightThe HowlingThe Life and Times of Judge Roy Bean]]>",yes,,2017-12-11
213,Ep. #213 - Christian Mingle,2016-09-17,2016-09-17T16:13:06Z,109.68333333333334,"Smalltember/vember continues! On this episode we discuss the feature length ad for a dating website and for God,  Christian Mingle. and Stuart explains how to find cartoon porn, Dan checks his website privilege, and Elliott ""Weekend at Bernies""es someone very close to him. Wikipedia synopsis for Christian Mingle. Movies recommended in this episode: MustangThe Duke of BurgundyHard Target 2]]>",no,,2017-12-11
212,Ep. #212 - No Depo$it,2016-09-03,2016-09-03T12:30:00Z,92.78333333333333,"Smalltember/vember begins with a movie none of us had heard of until a couple of Canadian listeners pressed a blu-ray into our hot little hands: No Deposit. Meanwhile Elliott reveals Ringo Starr's adventures in New Jersey, Stuart sends a giant child straight to the circus, and Dan delivers a line that should NOT be taken out of context. NO WIKIPEDIA SYNOPSIS for No Deposit. So here's a page for Frank D'Angelo. Movies recommended in this episode: Demolition ManA Midsummer Night's DreamPather Panchali]]>",yes,,2017-12-11
211,Ep. #211 - Godzilla (1998),2016-08-20,2016-08-20T14:39:57Z,101.08333333333333,"At the request of charity contest winner Erik North, we discuss the classic (?) 1998 version of Godzilla. Meanwhile Dan tries to explain Dangerous Liaisons, Elliott surprises no one by reading a Godzilla-centered magazine, and Stuart gives you some advice about how to get milk. Wikipedia synopsis for Godzilla. Movies recommended in this episode: TickledHitchcock/TruffautEverybody Wants Some!Harlan County U.S.A. MAXFUN MEETUP at HINTERLANDS.]]>",yes,,2017-12-11
210,Ep.# 210 - Fantastic Four LIVE,2016-08-06,2016-08-06T12:30:00Z,55.68333333333333,"Kept in the Flop House Vaults until now, and released because we're on the road in D.C., it's the LIVE Fantastic Four show!   Visit STUART’S BAR, HINTERLANDS.]]>",no,,2017-12-11
209,Ep. #209 - Pay the Ghost,2016-07-23,2016-07-23T13:00:00Z,97.6,"Zhubin Parang joins us for the fourth most magical time on the Flop House calandar: Cagemas in July! It's also time for the political conventions, so more extensive show notes are canceled while Dan jets off to Cleveland and Philly.]]>",yes,,2017-12-11
208,Ep.# 208 - Norm of the North,2016-07-09,2016-07-09T13:53:50Z,82.11666666666666,"We just can't stop punishing ourselves with bizarre kids' computer animated films. Will Norm of the North be another Guardian of the Highlands or Foodfight!? Meanwhile Stuart has strong feelings on Tyrion Lannister's political positions, Elliott mangles Sinatra, and Dan is far too distracted by his loud cat. Wikipedia synopsis for Norm of the North. Movies recommended in this episode Shallow GraveLifeboatSleeping with Other People Get tickets for our LIVE SHOW in D.C. in August! Visit STUART’S BAR, HINTERLANDS.]]>",yes,,2017-12-11
207,Ep.#207 - The Boy,2016-06-25,2016-06-25T15:50:31Z,82.48333333333333,"Elliott is back from his brief sabbatical. Will the possible evil-doll-antics of The Boy make him regret it? Meanwhile Stuart makes people's days better with a choking hazard, Dan's bachelor lifestyle is depressing, and Elliott shares why he has the cleanest poop in town. Wikipedia synopsis for The Boy. Movies recommended in this episode Mistress AmericaDe PalmaThe Face of AnotherFright Night]]>",yes,,2017-12-11
206,Ep.#206 - The Choice,2016-06-11,2016-06-11T13:00:00Z,94.15,"Hallie rejoins us, while Elliott is briefly away, to determine whether any tears were jerked by the Nicholas Sparks tearjerker, The Choice. Meanwhile Stuart reveals the Hamburglar's m-o, Dan discusses the strange things he's slept on, and Hallie explains the romantic troubles of dating someone on the metric system. Movies recommended in this episode Mr. ArkadinEntertainmentCross of Iron]]>",yes,,2017-12-11
205,Ep. #205 - Gods of Egypt,2016-05-28,2016-05-28T22:41:14Z,84.15,Live from Cake Shop as part of NYC Podfest. It's Gods of Egypt.]]>,yes,,2017-12-11
204,Ep. #204 - We Are Your Friends,2016-05-14,2016-05-14T16:31:21Z,89.56666666666666,"On this episode we discuss the should-be-more-hateable tale of young aspiring DJ douches  We Are Your Friends. Meanwhile, Elliott describes a Golden Girls party at length, Stuart burns Broadway, and Dan slowly dies. Apologies for the wonky audio. Due to his cold, Dan may have made a recording mistake with the microphones. Movies recommended in this episode: In the BloodKrampusCaptain America: Civil WarThe 13th WarriorPortrait of Jason]]>",yes,,2017-12-11
203,Ep. #203 - Look Who's Talking Now,2016-04-30,2016-04-30T14:09:33Z,89.46666666666667,"This episode is part three in a podcrawl with the guys at Read it and
Weep, and at 
Too Beautiful to Live, covering the entire Look Who's Talking
trilogy. We got to handle the thrilling conclusion,
Look Who's Talking
Now. Meanwhile we discover what's in the file titled ""Things
Stuart Knows,"" Dan reveals his shameful Simpsons past, and Elliott
pitches ""Fiddler on the Wolf Goes West.""
Movies recommended in this episode:
Ricki and the
FlashThe
InvitationChina 9,
Liberty 37]]>",yes,,2017-12-11
202,Ep. #202 - Burnt,2016-04-16,2016-04-16T10:00:00Z,86.76666666666667,"On this episode we run through a tasting menu of Bradley Cooper's assholish behavior in the bad-boy chef movie, Burnt. Meanwhile, Elliott recites some lewd Dr. Seuss, Stuart drops some Friday the 13th science, and Dan suggests a new sort of nativity.
Movies recommended in this episode:
His Girl FridayMcCabe and Mrs. Miller The Tin Drum]]>",yes,,2017-12-11
201,Ep. #201 - Vice,2016-04-02,2016-04-02T13:56:40Z,85.98333333333333,"With the glamour and horror of our 200th/MaxFun Drive episode behind us, we return to meat-and-potatoes flophousery with the little seen sci-fi actioner Vice, starring Flop House repeat offenders Thomas Jane and Bruce Willis. Meanwhile, Elliott explains the risks of marrying Shannon Tweed, Dan takes a fantasy trip to the set of the sitcom Wings, and Stuart makes a shocking leap ahead in Radio Zork
Movies recommended in this episode:
Green Room10 Cloverfield LaneThe Forbidden Room]]>",yes,,2017-12-11
200,Ep. #200 - Nothing but Trouble,2016-03-19,2016-03-19T14:15:27Z,132.85,"It's the moment we promised would never happen: we watched Elliott and Dan's stated least-favorite movie of all time, Nothing but Trouble. (Don't worry - despite Elliott's joking claim that if we ever did this film it would be our last, this is NOT our final episode). And to help us out with this special MAX FUN DRIVE episode (donate!), we welcome self-proclaimed minor television celebrity, Mr. John Hodgman. Meanwhile, Elliott breaks out his ""Jane Campion accent, Stuart reveals his popcorn secrets, And Hodgman joins in at making fun of Dan's pronunciation.
Movies recommended in this episode:
The StingWitchtrapBroadcast NewsThe Housemaid]]>",yes,,2017-12-11
NA,Best of the Flop House 2: Ep. 76-125,2016-03-14,2016-03-14T11:00:00Z,41.25,"Just in time for MaxFun Drive, a little bonus for listeners.]]>",yes,,2017-12-11
199,Ep. #199 - Jem and the Holograms,2016-03-05,2016-03-05T13:18:34Z,82.31666666666666,"Don't worry -- we took your boring story about a magical rock-star-making computer and turned it into a thrilling story about YouTube. We talk Jem and the Holograms. Meanwhile, Elliott has a surprisingly deep knowledge of failed Internet concerns, Stuart reveals the hidden bonds between Seal and Salman Rushdie, and Dan is totally blazed.
Movies recommended in this episode:
Slow WestMiller's CrossingCria Cuervos]]>",yes,,2017-12-11
198,Ep. #198 - The Cobbler,2016-02-20,2016-02-20T13:19:19Z,89.36666666666666,"It's the Jewish magical realism tale that almost made Elliott hate his own Judaism: The Cobbler. Meanwhile, Stuart suffers from cartoon eye degeneration, Dan would like you to know very much that he's a wealthy murderer, and Elliott's singing has started to  bleed dangerously outside the letters section.
Movies recommended in this episode:
The Deer Hunter The WitchChi-Raq]]>",yes,,2017-12-11
197,Ep. #197 - Seventh Son,2016-02-06,2016-02-06T15:55:15Z,86.26666666666667,"Is Seventh Son seventh fun? Perhaps, though we're not sure what ""seventh fun"" means. Meanwhile, Elliott pitches us on FXXX, Stuart expresses his love for fantasy bullshit maps, and Dan feels terrible about mixing up En Vogue and TLC.
We also debut Jonathan Biegen's ""That's How it Works (feat. The Flop House)."" And a warning for sensitive listeners -- we briefly get serious during the letters section with some talk about suicide.
Movies recommended in this episode:
Close RangeDiary of a Teenage GirlMiddle of Nowhere]]>",yes,,2017-12-11
196,Ep. #196 - Aloha,2016-01-23,2016-01-23T13:45:30Z,71.5,"Will Cameron Crowe ever rebound from his Elizabethtown slump? Probably not with the even-worse Aloha. Meanwhile, Dan calls out famed painter Leonardo Da Vinci, Elliott can't remember the rich Bazooka Joe cast of characters, and Stu engages in something that's definitely a bit.
Movies recommended in this episode:
It's Such a Beautiful DaySicarioClass of 1984]]>",yes,,2017-12-11
NA,Flop House CLASSIC FAVORITE - Bullet to the Head,2016-01-14,2016-01-14T23:29:49Z,66.26666666666667,"If you're a new listener, here's a good place to start!]]>",no,,2017-12-11
195,Ep. #195 - The Golden Child,2016-01-09,2016-01-09T15:57:00Z,107.06666666666666,"It's a super-sized, super-fun, super-technical-glitch-filled CONTEST WINNER SELECTION EPISODE! Tom Horstmann requested that we watch the 1986's The Golden Child, AKA ""Don't worry about rewriting the screenplay; Eddie Murphy can improvise any action movie into a comedy!"" Meanwhile Stuart uncovers the racist motives of the BK Kids Club, Elliott takes down beloved dead comedian Bill Hicks, and Dan advocates the Morvern style of menswear.
Movies recommended in this episode:
Man UpThe Hateful EightComing to America]]>",yes,,2017-12-11
194,Ep. #194 - Outcast,2015-12-26,2015-12-26T14:00:00Z,90.63333333333334,"For this year's Cagemas we honor both the kindly St. Nicholas Cage, and Star Wars by picking the Cage-Hayden Christiansen joint, Outcast. Meanwhile, Stuart does an ad for Clearasil, Elliott contributes his worst Popeye, and, yet again, Stu and Elliott interrupt Dan when he's trying to do something nice for other people. Merry Cagemas.
Special Cagemas and Cagenuka themes courtesy of Jonathan Biegen.
Movies recommended in this episode:
The Big ShortMagic Mike XXLBone Tomahawk]]>",yes,,2017-12-11
193,Ep. #193 - United Passions,2015-12-12,2015-12-12T17:19:30Z,89.26666666666667,"On this episode we uncharacteristically talk sports, specifically futbol, as we watched the definitely-not-about-a-corrupt-organization FIFA film, United Passions. And who better to join us as we wade into these unfamiliar waters than sports expert and Flop House nemesis, David Kalan.  Elliott introduces us to the American Bean Council mascot, Stuart coins an all-new word, Dan instructs you on sportsball Fisher Stevens cosplay, and David tells us a fascinating story about Executive Decision.
Movies recommended in this episode:
Shaolin SoccerSteve JobsThe Battered Bastards of BaseballBeasts of No NationSicarioBeau Geste]]>",yes,,2017-12-11
192,Ep. #192 - Chappie,2015-11-28,2015-11-28T14:38:49Z,95.48333333333333,"Remember when Chappie fever swept the country, with all those pet Chappies, and tickle-me-Chappies? Meanwhile, Elliott describes a literary-technique-based dystopian future, Stuart continues to explain the Internet, and Dan just checks out for a while. Like, he totally doesn't talk for seven minutes or something. Sorry, it was a long week.
Movies recommended in this episode:
Dead or AliveDrunk, Stoned, Brilliant, DeadWifePremonition Following an Evil Deed]]>",yes,,2017-12-11
